,y1,x1,x2
229,8.461115592,2.354376223,5.377939055
230,13.34834639,3.625473373,5.287460156
231,10.36567561,3.252408323,5.173020201
232,11.9768075,4.165265984,3.29678739
233,5.535088688,5.056875939,2.901186401
234,5.075539424,6.17336422,0.846249018
235,6.017693781,5.854143861,1.254566899
236,8.687517074,8.992306737,-4.080153443
237,12.8728445,5.749027235,2.275137041
238,6.265711906,3.132619024,5.34047177
239,5.820919838,4.800020254,2.69238169
240,5.998485672,5.956213719,2.210651748
241,8.889507576,0.674024804,5.957757919
242,6.709081661,7.3487336,-0.838821676
243,4.793377931,6.435028946,0.131195039
244,10.61520014,0.673548493,10.15458917
245,12.82773484,6.974721889,-0.912997741
246,4.210462247,3.492604622,4.507187315
247,7.425976648,3.140739,4.919842551
248,9.942009384,9.823168877,-4.355884116
249,11.41126331,7.501162505,-2.730695102
250,5.825611778,7.048571911,-1.244155415
251,12.3281257,2.22896154,6.09280768
252,4.832450863,2.552251311,4.485921051
253,4.929704404,6.502789916,0.758087719
254,7.02615001,6.172655644,0.523383886
255,10.23976337,2.533440823,7.833723625
256,9.460446973,5.187912816,1.788652618
257,7.301144965,0.423228599,11.08862758
258,13.45487676,4.708533902,5.005365504
259,2.992924364,8.762246664,-5.608295892
260,11.62406764,9.498196119,-4.409297354
261,11.65064604,7.560041528,-1.579236595
262,3.953643871,9.263699139,-2.686041827
263,10.81140722,5.569166532,1.829123649
264,4.429283664,6.193474345,1.675606119
265,4.514660835,9.322570004,-2.867082465
266,3.21675549,6.711428589,-1.692528433
267,4.734631423,0.513235787,8.45620936
268,9.609625019,1.76438225,7.125880244
269,6.133883447,5.50864592,1.953782228
270,13.19650669,2.011103246,7.047495111
271,13.13652219,0.081158478,8.324056202
272,12.53422694,7.227255746,0.621111737
273,9.944957122,9.256204194,-3.887941027
274,8.629000776,9.255811374,-4.934034316
275,8.698629556,1.897296351,8.572507587
276,12.41875878,3.545833749,4.045805399
277,4.776248973,0.957017711,10.25905972
278,13.5733769,0.762725554,9.618913924
279,12.89843546,1.901892803,6.920602621
280,9.942584681,2.648723049,4.490615921
281,12.63319996,1.221349328,8.916137262
282,8.949189886,0.079124328,8.668398512
283,12.29592409,0.23720172,10.74203434
284,3.692211646,3.934372512,4.590211317
285,6.094831366,1.611006884,8.756226799
286,4.663339628,3.69342118,3.367082299
287,10.84747857,4.397178479,2.719264844
288,3.823520228,9.970992303,-5.414162287
289,5.325667747,8.192490006,-2.877619394
290,7.534447177,6.833232227,0.46504643
291,6.451263005,6.582419472,-0.03170455
292,3.388917976,6.004037231,-0.015091285
293,5.427721927,1.070842724,7.954479624
294,7.757465327,6.380792987,-0.474219054
295,10.37842507,2.602112039,6.029591523
296,13.17689543,5.818811848,0.688386113
297,5.822042514,9.732116722,-4.614827785
298,5.876685233,8.395229036,-2.084189198
299,11.37009412,6.591701503,-0.29991695
300,5.347530865,4.022591345,3.197170199
301,12.39648557,0.982912916,8.941802422
302,9.11381874,3.194683024,5.167932325
303,4.840580582,9.957936963,-6.220022512
304,5.09406049,7.262886413,-0.173418212
305,12.5281008,6.868964459,-1.144932681
306,12.96283077,6.292592853,-0.009227636
307,12.14933974,8.034176701,-2.523874032
308,13.22979101,5.431948125,0.790577824
309,6.068782482,8.618001342,-2.827019691
310,11.35887938,9.841950384,-5.547650673
311,10.37291344,5.894047187,-0.630590141
312,11.65787341,0.55763965,7.759417681
313,5.332658879,5.271863209,2.892316015
314,11.72640331,6.191512123,1.029567451
315,6.496960353,1.623573427,6.40345922
316,10.32257748,9.4045727,-3.685411646
317,4.490899883,0.949534741,7.994007164
318,6.887828564,8.11324252,-1.404673949
319,11.41373675,9.93131255,-5.409334903
320,6.723408635,6.443290003,0.066727034
321,10.21389984,2.528883668,5.620587433
322,5.757590624,2.076697433,8.074697394
323,9.858230906,8.193426088,-2.955059703
324,7.172036338,2.717246604,5.940809055
325,4.716288742,8.326434912,-2.59685398
326,12.20074616,5.408486102,1.248089432
327,3.591663383,9.460827324,-2.654841328
328,3.809866145,8.219021345,-1.013749493
329,11.15548604,9.667767372,-4.157780136
330,9.792531895,9.239341663,-3.042094663
331,3.662285633,7.588046845,-0.286741586
332,8.746749143,5.0516642,3.541256789
333,7.963064813,8.883602892,-4.858601141
334,9.381086071,1.352240578,8.449004422
335,6.384511194,1.305799547,9.087792142
336,5.145325526,9.228433135,-2.811429631
337,7.159056612,7.480385527,0.136100301
338,13.79691526,0.531673878,10.28035215
339,6.811722318,8.880858996,-3.96497936
340,6.540930558,1.097251929,9.41223938
341,12.91605145,5.927308318,2.426652624
342,3.981720003,2.816491032,5.761545399
343,6.86338991,3.377189443,4.400413059
344,4.74879027,4.981434047,1.912306967
345,6.036431193,5.941448007,1.789411797
346,5.981857939,4.243540815,2.943998019
347,3.913600791,2.909580073,4.611491539
348,9.648527825,0.481767149,9.314714974
349,13.29612164,3.083253549,5.497634649
350,3.250752483,8.76894003,-3.904961154
351,8.193192216,8.777672246,-3.268518566
352,4.29255925,2.43719093,5.898420041
353,6.080995037,9.844400778,-4.385269233
354,8.326407943,8.865043903,-3.069597706
355,11.87780712,0.437109321,10.07406858
356,9.895103164,3.7466402,6.440547527
357,6.596133802,0.547081067,7.764479976
358,7.776665919,7.676926125,-2.198884563
359,5.432030256,1.495062371,8.321339786
360,6.225016321,9.668488945,-4.704526848
361,4.756625427,6.266880594,-1.059123133
362,7.304597442,1.061339565,8.188920337
363,9.316232501,1.870426147,8.132101972
364,7.128995721,8.215424612,-1.735299614
365,9.679564926,6.530909727,0.113719029
366,8.005638803,1.123065553,5.275661214
367,3.800753003,5.934937363,0.539354242
368,3.985855301,4.795014495,1.478286384
369,13.4220336,3.334171448,5.935003953
370,6.908505245,2.863226738,5.644808782
371,6.1613703,2.918689153,7.725423138
372,5.922422366,1.009695202,7.784951307
373,10.79991516,0.930421827,7.63946496
374,8.548109381,2.887531198,5.905135569
375,9.763752023,7.524205963,-0.228413193
376,6.331686688,9.190017427,-4.520849727
377,8.796443663,9.84721316,-3.908451557
378,11.30540239,2.780598248,5.347224144
379,7.987043272,3.384600286,6.102120674
380,6.629944824,0.506850046,9.029232347
381,6.78973621,0.873401128,8.649126502
382,13.01090368,3.373368573,3.402638359
383,8.877960261,2.510381385,4.950927886
384,13.54439035,3.628375239,4.621086436
385,10.21530492,7.421274802,-2.020921632
386,10.22523809,7.066433374,-0.617106762
387,4.159296773,7.797328194,0.207002873
388,10.64270717,4.012485791,1.774508689
389,6.414163552,9.962816841,-4.642469699
390,5.866361325,3.310074755,5.223567251
391,6.92510926,0.852075152,7.158997473
392,4.030657144,8.544676472,-1.478371467
393,5.251283689,5.230297553,1.469462388
394,12.16696467,9.970344626,-5.15163906
395,12.84927184,4.218873531,2.18445719
396,6.777286474,2.286292687,4.676438562
397,5.439919793,1.035612051,9.837910694
398,7.599229389,8.988808435,-1.87485164
399,13.47323895,2.538438158,7.254546297
400,10.16299514,4.133555444,3.946626304
401,13.20173986,0.913722147,8.201871229
402,5.778810317,8.119653484,-2.823259248
403,3.863023651,6.09234184,1.133438294
404,11.19942764,5.455017947,1.021395071
405,6.737283601,8.611573621,-3.571289776
406,8.404817767,2.891552513,5.261489447
407,13.00535747,0.502205994,9.773053448
408,12.70699495,2.592673041,7.267548192
409,5.940564308,3.237707426,3.328593214
410,3.568990296,5.678705948,2.492467954
411,12.20921178,9.280158521,-4.616535755
412,9.419841038,7.76401266,-1.871848236
413,4.591310175,0.472096659,11.24863326
414,2.821726203,9.508570656,-3.786866093
415,9.941255423,9.407494506,-4.93528143
416,4.483546083,6.231595399,0.54025187
417,13.07367945,0.676700966,8.628951659
418,9.199203637,5.296653383,2.198443071
419,9.891149027,1.185137699,6.759864554
420,11.06033323,5.838860197,2.404231718
421,7.765152719,3.607005544,4.239180898
422,9.080487868,3.1959602,6.590409228
423,8.148135431,1.799278336,8.905919343
424,5.533430689,8.122641046,-3.176658013
425,6.997868817,8.021943946,-2.877098313
426,12.1874838,5.436311744,2.527362218
427,13.55751666,3.122059307,6.496486245
428,7.247986528,1.634479193,7.835938421
429,12.47519159,7.66688071,-1.520923128
430,13.11152453,5.594434477,1.536768668
431,5.328418851,2.678550251,6.368591332
432,8.343043447,0.810520439,9.351763535
433,8.185419883,6.344774133,0.34172057
434,11.89383613,5.259454923,0.603442438
435,3.714136403,9.651322942,-3.024295698
436,12.29042444,3.766457017,4.036669085
437,8.429697099,9.269196091,-5.074086501
438,4.250499355,7.459828032,0.242888813
439,5.337426777,6.599876576,0.51221783
440,7.553778561,8.103560957,-1.772086104
441,7.159930088,5.80032239,-0.427159274
442,12.61922187,5.207691139,2.829749825
443,10.29165874,9.539426751,-3.571145003
444,9.204533126,6.98239875,0.459949635
445,8.541962962,1.673163637,9.386247884
446,11.97198099,5.950642081,1.6107117
447,8.955157165,7.460641149,-1.021698055
448,8.092741798,7.299214774,-0.85741411
449,12.47628178,2.900139415,6.228323889
450,5.085025466,2.066104566,6.239321782
451,3.523531247,9.927414157,-4.616356908
452,12.6659956,5.001997831,1.467003176
453,10.99179667,3.80324045,5.204363269
454,5.023828363,4.43387941,2.120028643
455,6.582748273,4.532834759,3.974227048
456,6.73202988,8.555522806,-2.367029664
457,11.65789396,8.338343503,-2.627754645
458,4.874396102,3.165452254,2.927416001
459,7.700041966,7.227195629,-1.940385461
460,7.796860677,8.970899819,-3.755011009
461,5.582542712,1.13339413,8.266773111
462,7.124885809,5.914758046,0.426764461
463,11.06620878,3.813533168,4.037172446
464,12.70195157,3.411453089,4.694911336
465,8.016408417,6.558858182,-1.145245474
466,8.583593446,5.673138846,2.930402394
467,11.87339374,0.456702791,9.207709316
468,11.6838594,4.161492069,3.658133721
469,5.653532289,2.379252017,6.037896328
470,9.905196837,8.414580093,-1.890271556
471,7.190461525,3.996317694,5.034971146
472,5.858324335,1.880991238,7.645730226
473,8.93064928,1.582764294,8.055253528
474,12.77215794,0.687433227,8.453352675
475,7.696350686,1.77717034,6.030255751
476,7.259219058,6.141647098,1.865646009
477,6.767608179,6.701203717,-1.360670491
478,3.526547943,6.310600254,0.219804241
479,10.17441467,3.719032982,4.515466395
480,5.580450307,6.270702397,1.157957322
481,5.22596587,3.918594646,4.585348211
482,6.385500141,8.042182685,-3.887095705
483,7.787590405,9.004538669,-3.616662972
484,11.93033643,9.944410319,-2.972020269
485,5.12200099,6.195167294,0.200023992
486,10.85603021,0.625416222,7.393031965
487,9.742077702,8.986120515,-2.839249194
488,8.879790563,3.270391794,7.64786922
489,4.967662518,8.493028418,-3.259479804
490,3.9428256,2.256905453,5.243368832
491,11.86358234,7.470975923,-1.882468148
492,8.689821972,3.844950197,4.605928431
493,8.870283926,3.770156964,3.675574177
494,10.26287673,4.696906549,2.182443104
495,8.780654528,6.787035973,1.353751611
496,7.797807474,8.41943485,-4.263091624
497,9.955138867,6.838904694,0.930967127
498,11.44752848,8.326508908,-1.811350357
499,9.841990054,9.943974349,-6.183693271
500,3.962088888,7.327407615,-1.368960787
501,10.32083204,2.963031167,6.002073754
502,8.620364401,2.306960993,8.103455927
503,4.646126362,9.143605833,-3.186892668
504,5.232541622,3.324284779,6.127055635
505,5.825455219,5.563984977,1.07111936
506,11.52475307,5.816804713,0.909821913
507,4.218224227,2.168678869,6.300324058
508,5.095397294,2.048106338,6.653485696
509,8.275190048,9.700493012,-4.555166848
510,3.228991085,8.011757683,-2.176352408
511,12.08863828,7.098418854,-1.452463962
512,13.78667984,0.423207311,10.54498444
513,5.95775726,0.325292044,9.011928167
514,11.80893127,5.72317102,2.13562654
515,10.48638362,2.910540984,5.355175932
516,4.722448823,8.421335567,-1.253358003
517,10.74717929,4.896227811,1.389025069
518,6.14521164,5.619163711,1.759203666
519,9.793658563,0.154153716,8.433245118
520,6.721063545,5.325475773,1.577512551
521,3.883563826,9.616863863,-4.507481792
522,6.67871608,7.385375421,-1.233062084
523,6.100106651,7.765141947,-2.43756071
524,3.225971413,7.282672164,-1.993052173
525,12.80744387,3.14000332,4.811493566
526,8.904320223,1.794706455,8.388125391
527,11.60394449,3.181908194,5.130261399
528,11.35990604,4.255576327,3.207864305
529,10.08701196,6.299315568,0.002069521
530,7.673547512,1.50934895,7.488644829
531,14.00177339,1.654504673,6.762963075
532,5.068446522,3.196877537,5.330487453
533,7.670961628,2.976247743,4.508608883
534,7.257109504,8.290856222,-2.804747489
535,9.168895138,5.247332116,3.070717163
536,9.121084852,6.600995583,-0.632633298
537,11.26593882,5.412288271,1.346124062
538,5.919117968,1.936820741,8.538001514
539,7.417094372,8.789591286,-2.281699582
540,5.996731761,8.47636557,-2.030414815
541,11.62473667,6.532793257,-0.403466056
542,5.304661381,2.234810856,6.417017141
543,10.4818264,4.466608097,2.871360126
544,12.60768858,9.365546159,-2.89000657
545,7.763884468,3.520188939,3.747033533
546,6.281158688,0.178383882,8.614802506
547,7.213634502,8.994927504,-3.521833655
548,9.11596092,7.52917558,-1.49967221
549,3.966032746,2.421721951,6.924572158
550,8.275761677,1.176067507,7.772759314
551,5.849628144,7.137081763,-0.974837767
552,11.53594475,9.402016902,-4.925632301
553,8.366372362,6.190329518,-0.408212184
554,7.876423408,3.313659572,6.127818557
555,12.18855656,5.852883032,1.431271894
556,4.751824362,8.691497885,-3.269365939
557,5.395422355,8.214755654,-2.676226848
558,3.965903614,5.388273252,2.190560076
559,4.694751169,1.873909207,10.00071381
560,5.272639174,5.985797087,1.356632351
561,7.529879372,4.988458573,2.134963384
562,11.4395492,4.171842299,0.986700934
563,8.510683023,4.226285133,3.200868556
564,5.709055324,8.561930696,-3.105450421
565,5.444372376,0.127192205,9.888967522
566,5.049304226,5.912297834,2.212350237
567,3.474153272,6.837898334,0.514910266
568,12.39523157,4.564713701,4.37889493
569,4.810899895,9.476723697,-3.813654357
570,9.408208257,4.49508185,2.864848571
571,13.19293112,1.158338191,8.385486112
572,12.48146257,7.756066015,-0.925911644
573,3.703113299,9.514933797,-4.810578
574,11.77745647,9.418625152,-3.595690054
575,9.565150696,5.810363519,0.265582104
576,3.808188297,3.657413342,3.526407326
577,8.331406534,9.171228579,-4.365923116
578,3.344553201,7.645364297,-0.157369122
579,11.43161766,1.954981971,7.256677673
580,10.80567691,9.489111141,-4.578540721
581,10.58146282,7.53599951,0.30452076
582,4.427774872,9.843539754,-5.181029111
583,13.75685272,2.803970044,4.625706582
584,3.514551623,8.622860257,-2.730672146
585,10.07785574,2.468130477,6.327859142
586,4.355138709,2.114154156,6.590299443
587,5.734807235,6.474603487,-0.259477688
588,8.63529549,7.814681209,-0.971170456
589,8.12331532,9.054013507,-3.931848317
590,13.82433918,1.218580008,8.591404305
591,4.409544364,6.232476486,0.305315951
592,11.17067859,9.911978454,-4.222465391
593,7.130087555,3.077686406,6.716669097
594,8.777127567,0.052642161,9.131597609
595,5.158338126,8.947359463,-3.235245075
596,10.77791558,8.913417517,-3.235575516
597,8.117354012,3.808857268,2.744374568
598,6.760155883,8.35892899,-4.292865919
599,4.552604718,7.913837298,-2.065805108
600,2.898494608,8.894966971,-0.962932607
601,4.301660554,1.039467687,9.629654131
602,10.5873929,6.658237793,0.328256967
603,12.37527921,7.77264511,-2.492064983
604,10.33523571,8.303647165,-3.745880175
605,13.22720599,2.108563215,7.18911027
606,5.55297882,1.90016204,9.468834109
607,10.60647323,3.522014017,3.883290729
608,4.280745824,1.693355162,6.218888179
609,6.589039294,0.858919353,9.563053783
610,5.880686815,5.90342538,2.820557501
611,8.748290786,9.99783657,-4.377568087
612,6.521010277,7.557205299,-1.673609581
613,8.006655466,1.125365237,7.869906292
614,12.29018308,7.7132551,-1.563802494
615,8.71126781,5.770519481,0.237918961
616,9.136871134,0.992046602,8.212275899
617,7.522564105,5.375906443,1.562048992
618,7.32840488,8.635893106,-1.019688836
619,10.09202231,1.898385487,7.574745445
620,13.56286884,3.741048232,5.492793052
621,7.058220205,6.027362116,-0.139139439
622,10.17215521,3.063710472,4.742898541
623,11.20276268,7.446368057,-1.188085173
624,10.10753661,6.179137081,1.022792929
625,9.537644061,7.78101312,-2.191601028
626,6.387614458,0.137938999,8.99242462
627,4.862752525,0.126968415,8.007928672
628,11.5031286,2.09012439,5.997628771
629,6.954398762,1.833091001,6.311272424
630,8.684993661,0.990256679,9.94048374
631,9.821466936,4.33927451,2.679582561
632,8.070153677,0.917504639,8.7496195
633,6.209418327,4.738881856,3.400552313
634,4.581788862,5.672512015,1.350386833
635,4.796610582,3.065553969,3.806122077
636,6.846264399,3.137018045,5.989841382
637,10.90465847,6.985681215,0.590293076
638,5.176351402,3.112357405,4.800539612
639,11.39466538,5.142398088,2.168259214
640,8.382037337,4.095064478,3.815429778
641,9.676684897,1.812294822,7.693254561
642,3.906102415,3.4221945,5.165596288
643,11.49883006,8.197317058,-3.140826527
644,7.000423823,8.537794671,-7.726036451
645,6.212480583,3.681680979,2.736515168
646,14.08887308,0.328238027,9.88556505
647,5.043726566,5.377484099,2.366193881
648,7.104952282,1.491802428,6.821156463
649,6.985595448,9.832991213,-5.13243692
650,9.441149663,5.938274323,1.196334669
651,10.86039932,5.779236474,0.512027013
652,9.108889136,0.550578814,6.651455556
653,5.678586082,1.666209092,7.030551399
654,5.010276488,2.610917797,6.042881926
655,5.194841405,3.878614365,5.123053624
656,12.62961756,3.731936021,4.233807496
657,6.900613858,5.653099723,2.253853585
658,6.470922278,0.566603239,8.134839091
659,12.73319026,1.330968449,9.632352605
660,9.726751952,8.526602082,-0.711231946
661,13.23061584,0.268427951,8.668860662
662,12.21199596,8.227206892,-0.464635882
663,12.65831398,3.190843244,6.878764959
664,4.912503995,7.966574312,-1.171761008
665,11.15933532,7.034633758,-1.440879851
666,7.696673806,9.682475496,-4.314125721
667,6.134791438,1.78512173,8.356661222
668,6.004767032,7.46428099,-4.094463994
669,6.624452057,7.531305964,-1.710915382
670,6.644311614,5.467962788,0.820572008
671,11.51815253,9.360053285,-3.270928599
672,7.157845682,4.682205319,2.201342716
673,8.753974571,5.771521626,0.482940349
674,11.1736681,1.972070057,7.827761662
675,6.097881332,9.551729059,-4.416210837
676,12.89305887,5.755459918,2.026169051
677,3.995541255,6.095199892,0.086280458
678,11.23940175,4.48101762,3.63839732
679,7.311616457,2.839962747,5.560000262
680,12.40596101,8.244698299,-4.546214896
681,10.75588211,4.372759007,3.722960373
682,12.63982848,7.649941698,-0.965684574
683,8.739035155,9.935829409,-4.121146669
684,9.204274884,7.544780287,-1.252454326
685,3.332998885,8.579982489,-2.028002334
686,6.004628182,4.987328185,0.564508374
687,8.468554706,6.339069831,1.396434942
